district,neighborhood,n_playgrounds,playgrounds_per_km2,playgrounds_density_label,green_area_km2,area_km2,green_share,green_share_label,ubahn_stations,bus_tram_stops,area_eff_km2,connectivity_density,mobility_score,mobility_label,n_venues,n_types,venues_per_km2,V_score,C_score,VV_index,vibrancy_label
Charlottenburg-Wilmersdorf,Charlottenburg,45.0,4.248670008809003,above average,0.8279207000000001,10.591549804220852,0.0781680410613812,average,18,68,10.591549804220852,3.1156913397932686,100.0,well-connected,782,27,73.83244326419201,100.0,100.0,100.0,vibrant
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,5.0,0.8069097655462504,below average,1.3305689,6.1964797223828,0.2147298078284265,above average,3,25,6.1964797223828,1.5492667498488009,56.52965215142287,well-connected,9,4,1.4524375779832508,2.303332747718036,16.666666666666664,7.330499619350055,sparse
Charlottenburg-Wilmersdorf,Grunewald,5.0,0.2237744838558563,below average,0.115074,22.34392373002069,0.0051501249910457,below average,0,22,22.34392373002069,0.2953823186897303,0.0,remote,18,2,0.8055881418810827,0.2674646759422637,0.0,0.1738520393624714,sparse
Charlottenburg-Wilmersdorf,Halensee,3.0,2.369191331774683,above average,0.013593,1.2662548439060846,0.010734805924271,below average,0,6,1.2662548439060846,1.4215147990648098,50.17586871457278,moderate,44,9,34.748139532695355,100.0,58.333333333333336,85.41666666666667,vibrant
Charlottenburg-Wilmersdorf,Schmargendorf,11.0,3.0671719385379514,above average,0.0897159999999999,3.586365622933888,0.0250158543307155,average,0,17,3.586365622933888,1.422052444231232,50.20260866595788,moderate,33,5,9.201515815613854,26.69247199587041,25.0,26.100106797315767,vibrant
Charlottenburg-Wilmersdorf,Westend,16.0,1.183346280755898,below average,0.6531127,13.520978820991871,0.0483036552787151,average,3,43,13.520978820991871,1.1093871382086544,34.65210137043355,moderate,73,10,5.3990174059487845,14.7246404215494,66.66666666666666,32.90434960734044,vibrant
Charlottenburg-Wilmersdorf,Wilmersdorf,41.0,5.728243513556568,above average,0.2828855,7.157516942666392,0.0395228544013221,average,16,40,7.157516942666392,3.2413475491344483,100.0,well-connected,261,21,36.46515992776254,100.0,100.0,100.0,vibrant
Friedrichshain-Kreuzberg,Friedrichshain,84.0,8.446888907110973,above average,0.812918,9.944489731513457,0.0817455718641766,average,5,57,9.944489731513457,2.071498946267691,82.50303462764563,well-connected,531,26,53.39640487709437,100.0,100.0,100.0,vibrant
Friedrichshain-Kreuzberg,Kreuzberg,82.0,7.905870863481376,above average,0.9694345,10.37203888299929,0.0934661459463858,above average,20,73,10.37203888299929,3.4612288292558704,100.0,well-connected,748,33,72.11696836443987,100.0,100.0,100.0,vibrant
Lichtenberg,Alt-Hohenschönhausen,16.0,1.7116738331287322,average,0.243478,9.347575274171213,0.0260471825964073,average,0,38,9.347575274171213,1.2195676061042218,40.13196158143688,moderate,32,5,3.4233476662574645,8.506496416279193,25.0,14.279222670581476,average
Lichtenberg,Falkenberg,2.0,0.6554544185571944,below average,0.610613,3.0513182051659045,0.200114494439232,above average,0,5,3.0513182051659045,0.4915908139178958,3.925806949594184,remote,1,0,0.3277272092785972,0.0,0.0,0.0,sparse
Lichtenberg,Fennpfuhl,22.0,10.370364290022454,above average,0.1921689999999999,2.121429815263738,0.0905846606931511,above average,0,9,2.121429815263738,1.2727265265027556,42.77583720037078,moderate,23,5,10.841744485023476,31.854862178328386,25.0,29.45566041591345,vibrant
Lichtenberg,Friedrichsfelde,35.0,5.999285710602792,above average,1.964698,5.83402786404105,0.3367652753442824,above average,1,26,5.83402786404105,1.456969386860678,51.93921378535477,well-connected,30,2,5.142244894802393,13.91648487873455,0.0,9.045715171177456,sparse
Lichtenberg,Karlshorst,14.0,2.1389349848861894,above average,0.436835,6.545313484946774,0.0667401188659113,average,0,22,6.545313484946774,1.008355064303489,29.62723941075461,moderate,24,6,3.666745688376325,9.272557626676374,33.33333333333333,17.693829124006307,average
Lichtenberg,Lichtenberg,18.0,2.500434521502405,above average,0.779413,7.198748795543168,0.1082706206504308,above average,0,32,7.198748795543168,1.3335650781346162,45.801661693133866,moderate,50,5,6.945651448617793,19.592454615166456,25.0,21.4850954998582,average
Lichtenberg,Malchow,4.0,2.6366043004734787,above average,0.450505,1.51710288846972,0.2969508550962011,above average,0,3,1.51710288846972,0.5932359676065326,8.981160625053466,remote,2,0,1.3183021502367394,1.8811602615075416,0.0,1.2227541699799025,sparse
Lichtenberg,Neu-Hohenschönhausen,30.0,5.8243161980460005,above average,0.910329,5.15081925154831,0.1767347980083672,above average,0,23,5.15081925154831,1.33959272555058,46.10144863243063,moderate,11,4,2.1355826059502,4.453436115220404,16.666666666666664,8.728066808226595,sparse
Lichtenberg,Rummelsburg,15.0,3.4050587255891736,above average,0.097745,4.405210367525913,0.0221884976755142,below average,1,21,4.405210367525913,1.5890274052749476,58.507160849604034,well-connected,43,6,9.761168346688963,28.453900012519945,33.33333333333333,30.16170167480463,vibrant
Lichtenberg,Wartenberg,5.0,0.7225853203268647,below average,1.067652,6.919598086684389,0.1542939324835235,above average,0,8,6.919598086684389,0.3468409537568951,0.0,remote,2,2,0.2890341281307459,0.0,0.0,0.0,sparse
Marzahn-Hellersdorf,Biesdorf,15.0,1.206254234747823,below average,1.0966665,12.43518950475301,0.0881905739820715,above average,2,34,12.43518950475301,0.9328366082049828,25.87130525405045,remote,20,5,1.6083389796637635,2.794010590677946,25.0,10.566106883940666,average
Marzahn-Hellersdorf,Hellersdorf,33.0,4.052934955373496,above average,1.443061,8.142247621380568,0.1772312839283706,above average,5,31,8.142247621380568,1.5720474978418406,57.66265981501597,well-connected,32,5,3.9301187446046018,10.101487461372038,25.0,15.315966849891826,average
Marzahn-Hellersdorf,Kaulsdorf,7.0,0.8061513598618572,below average,0.4766475,8.683232887183278,0.0548928614713935,average,0,35,8.683232887183278,1.2092270397927858,39.61767026491254,moderate,13,3,1.497138239743449,2.444021824627831,8.333333333333332,4.5052808526747565,sparse
Marzahn-Hellersdorf,Mahlsdorf,12.0,0.924397246840596,below average,0.1557907,12.9814319990822,0.0120010411802807,below average,0,49,12.9814319990822,1.13238662737973,35.795988195287464,moderate,18,5,1.386595870260894,2.096105187389814,25.0,10.11246837180338,average
Marzahn-Hellersdorf,Marzahn,86.0,4.401143879194612,above average,3.785997,19.54037458455859,0.1937525293395251,above average,0,65,19.54037458455859,0.997933786561569,29.10893388585984,moderate,57,8,2.917037222256894,6.9129551533251234,50.0,21.99342084966133,average
Mitte,Gesundbrunnen,18.0,2.939380653548661,above average,0.0957279,6.123739019057953,0.01563226318138,below average,5,34,6.123739019057953,2.237195275200925,90.74399364128112,well-connected,149,15,24.331539854375023,74.31210516943722,100.0,83.3028683601342,vibrant
Mitte,Hansaviertel,0.0,0.0,below average,0.076529,0.5280376314437806,0.1449309584067929,above average,1,5,0.5280376314437806,4.166369722522761,100.0,well-connected,11,5,20.831848612613804,63.29731677739846,25.0,49.893255905309,vibrant
Mitte,Mitte,61.0,5.715044886923892,above average,0.9327947,10.67358195900944,0.0873928455866345,above average,22,85,10.67358195900944,3.831890752052249,100.0,well-connected,950,25,89.00479741930653,100.0,100.0,100.0,vibrant
Mitte,Moabit,49.0,6.359147454043291,above average,0.7023358,7.705435414749611,0.0911481002949685,above average,4,44,7.705435414749611,2.07645631152434,82.74959074725723,well-connected,233,22,30.2383950365732,92.90310517479416,100.0,95.3870183636162,vibrant
Mitte,Tiergarten,18.0,3.4763355487826817,above average,1.9976945,5.177866102799861,0.3858142447754247,above average,8,23,5.177866102799861,2.4141219088768624,99.54349539204956,well-connected,119,10,22.98244057250773,70.06600398991105,66.66666666666666,68.87623592677551,vibrant
Mitte,Wedding,98.0,10.605250377601704,above average,2.3546861,9.240705924961098,0.2548166903179437,above average,10,35,9.240705924961098,1.8937947102860189,73.664858581727,well-connected,217,13,23.483054407546632,71.64161597341435,91.66666666666666,78.65038371605266,vibrant
Neukölln,Britz,38.0,3.06787490084739,above average,1.455354,12.386424227892691,0.117495894959154,above average,3,38,12.386424227892691,1.0899029253010464,33.683047915729404,moderate,45,6,3.633009751003488,9.166378485232494,33.33333333333333,17.624812682067784,average
Neukölln,Buckow,12.0,1.8910791725920029,average,0.194789,6.345583079714336,0.0306967850791686,average,0,36,6.345583079714336,1.7019712553328024,64.12445874124299,well-connected,32,8,5.042877793578675,13.603740834331724,50.0,26.342431542315623,vibrant
Neukölln,Gropiusstadt,8.0,2.998685461190308,above average,0.292003,2.667835657836702,0.1094531438404941,above average,3,15,2.667835657836702,2.473915505482004,100.0,well-connected,12,3,4.498028191785461,11.88890296588633,8.333333333333332,10.64445359449278,average
Neukölln,Neukölln,57.0,4.873321541713225,above average,0.772591,11.696334730246743,0.06605411163568,average,10,71,11.696334730246743,2.41956139702604,99.81403004529822,well-connected,521,28,44.54386882864193,100.0,100.0,100.0,vibrant
Neukölln,Rudow,20.0,1.693231706138833,average,0.964678,11.81173251569159,0.0816711687907298,average,1,63,11.81173251569159,1.659367072016056,62.00552628943117,well-connected,33,7,2.7938323151290745,6.525184951005569,41.66666666666667,18.824703551486955,average
Pankow,Blankenburg,1.0,0.1650593506501444,below average,0.1883345,6.0584268389591225,0.0310863702750196,average,0,26,6.0584268389591225,1.2874629350711266,43.508757113575776,moderate,3,1,0.4951780519504333,0.0,0.0,0.0,sparse
Pankow,Blankenfelde,0.0,0.0,below average,0.7250175,13.26406875302312,0.0546602640185166,average,0,10,13.26406875302312,0.2261749434400546,0.0,remote,4,0,0.3015665912534062,0.0,0.0,0.0,sparse
Pankow,Buch,8.0,0.4387601139530361,below average,0.6761604000000001,18.233197926592528,0.0370840267693163,average,0,26,18.233197926592528,0.4277911111042102,0.7527086718311214,remote,9,5,0.4936051281971657,0.0,25.0,8.75,sparse
Pankow,Französisch Buchholz,16.0,1.330470920185117,below average,0.4496068,12.025817142830762,0.0373867983073428,average,0,18,12.025817142830762,0.4490339355624769,1.80922722490642,remote,6,3,0.4989265950694189,0.0,8.333333333333332,2.916666666666666,sparse
Pankow,Heinersdorf,3.0,0.778886185468026,below average,0.100336,3.85165388213597,0.0260501081017066,average,0,9,3.85165388213597,0.7009975669212233,14.340717646706072,remote,7,3,1.817401099425394,3.4520043538096186,8.333333333333332,5.160469496642918,sparse
Pankow,Karow,10.0,1.5139902711136004,average,0.2986229999999999,6.605062258850976,0.0452112316730756,average,0,19,6.605062258850976,0.8629744545347523,22.396689076931285,remote,7,4,1.0597931897795203,1.0675394875077142,16.666666666666664,6.527234000213347,sparse
Pankow,Niederschönhausen,18.0,2.77683330217141,above average,0.7764627,6.482204022086769,0.1197837490696627,above average,0,35,6.482204022086769,1.619819426266656,60.03861169449222,well-connected,24,6,3.7024444028952135,9.384914334491397,33.33333333333333,17.766860984086073,average
Pankow,Pankow,26.0,4.599754394673647,above average,0.179158,5.652475712639588,0.0316954922246515,average,1,34,5.652475712639588,1.928358573151644,75.38390316806365,well-connected,65,8,11.499385986684118,33.92469676607022,50.0,39.551052897945645,vibrant
Pankow,Prenzlauer Berg,98.0,8.906279322128567,above average,1.0409427,11.003472545096235,0.094601290250313,above average,2,48,11.003472545096235,1.4359103396901158,50.89183545346216,well-connected,667,28,60.61722763122199,100.0,100.0,100.0,vibrant
Pankow,Rosenthal,3.0,0.6099818367249487,below average,0.001264,4.918179229905089,0.0002570056805401,below average,0,14,4.918179229905089,0.8539745714149283,21.949077060446207,remote,8,3,1.6266182312665298,2.8515419768661685,8.333333333333332,4.770168951629676,sparse
Pankow,Stadtrandsiedlung Malchow,1.0,0.1753057274644503,below average,0.9637788,5.7043201865882365,0.168955943648815,above average,0,4,5.7043201865882365,0.2103668729573404,0.0,remote,1,0,0.1753057274644503,0.0,0.0,0.0,sparse
Pankow,Weißensee,34.0,4.286795253367739,above average,0.483029,7.931332846673595,0.0609013654246754,average,0,42,7.931332846673595,1.5886358880127502,58.48768861547748,well-connected,72,13,9.077919360072858,26.30346944971866,91.66666666666666,49.18058847565045,vibrant
Pankow,Wilhelmsruh,4.0,2.941866404411851,above average,0.015884,1.35968104941859,0.0116821514919194,below average,0,11,1.35968104941859,2.427039783639777,100.0,well-connected,7,2,5.14826620772074,13.93543611844576,0.0,9.058033476989744,average
Reinickendorf,Borsigwalde,4.0,1.958242434515236,average,0.0214699,2.042648003892431,0.0105108173111996,below average,0,8,2.042648003892431,1.1749454607091412,37.91266515122137,moderate,6,4,2.937363651772853,6.976929745486949,16.666666666666664,10.368337667899848,average
Reinickendorf,Frohnau,2.0,0.2552266244791677,below average,0.2695093,7.836173064159477,0.0343929744523716,average,0,20,7.836173064159477,0.7656798734375032,17.557712497104088,remote,14,2,1.786586371354174,3.355019309811311,0.0,2.1807625513773523,sparse
Reinickendorf,Heiligensee,5.0,0.4679665455141211,below average,0.4786752999999999,10.684524455710529,0.0448008053127871,average,0,23,10.684524455710529,0.645793832809487,11.595142574866308,remote,17,2,1.5910862547480116,2.73971005357187,0.0,1.7808115348217155,sparse
Reinickendorf,Hermsdorf,3.0,0.4953432880494231,below average,0.7876924999999999,6.056405875233487,0.1300593976406234,above average,0,22,6.056405875233487,1.0897552337087308,33.67570242795205,moderate,22,6,3.6325174456957696,9.164829023175932,33.33333333333333,17.62380553173102,average
Reinickendorf,Konradshöhe,0.0,0.0,below average,0.0,2.187478568582009,0.0,below average,0,7,2.187478568582009,0.960009405423014,27.222752866687983,remote,5,2,2.2857366795786045,4.926025047490653,0.0,3.2019162808689248,sparse
Reinickendorf,Lübars,1.0,0.1996630221733782,below average,0.7184918,5.008438663878612,0.1434562441947904,above average,0,7,5.008438663878612,0.4192923465640942,0.3300199454571307,remote,4,1,0.7986520886935129,0.245634419254088,0.0,0.1596623725151572,sparse
Reinickendorf,Märkisches Viertel,8.0,2.4657557893630573,above average,0.0853936,3.2444413329620625,0.0263199704468191,average,0,28,3.2444413329620625,2.5890435788312103,100.0,well-connected,15,2,4.623292105055732,12.283153601875686,0.0,7.984049841219196,sparse
Reinickendorf,Reinickendorf,37.0,3.531963227637123,above average,0.4281194,10.47576025437641,0.0408676210226505,average,7,72,10.47576025437641,2.5296493387130745,100.0,well-connected,87,7,8.304886508227831,23.87045673660796,41.66666666666667,30.099130212128507,vibrant
Reinickendorf,Tegel,14.0,0.416416968861626,below average,0.9152097,33.620147705009,0.0272220606533398,average,3,49,33.620147705009,0.499700362633951,4.329137904590901,remote,64,11,1.9036204290817187,3.7233676272708274,75.0,28.67018895772604,vibrant
Reinickendorf,Waidmannslust,7.0,3.1369616397131166,above average,0.3686243,2.231458590816612,0.1651943269380142,above average,0,9,2.231458590816612,1.209970918175059,39.654667290126746,moderate,14,5,6.273923279426233,17.478284212838872,25.0,20.11088473834527,average
Reinickendorf,Wittenau,7.0,1.1877878387247096,below average,0.3188681,5.893308360115625,0.0541068073338935,average,1,31,5.893308360115625,1.6968397696067277,63.869242685341874,well-connected,24,5,4.072415447056147,10.549346417523813,25.0,15.607075171390475,average
Spandau,Falkenhagener Feld,15.0,2.1824039207375656,above average,0.834337,6.873154807626353,0.1213906893344278,above average,0,32,6.873154807626353,1.396738509272042,48.943612152181295,moderate,11,2,1.6004295418742147,2.7691167421828906,0.0,1.7999258824188789,sparse
Spandau,Gatow,5.0,0.4946508014706031,below average,0.75558,10.108140904927144,0.0747496505150316,average,0,14,10.108140904927144,0.4155066732353066,0.1417382922521138,remote,12,2,1.1871619235294475,1.468414751381376,0.0,0.9544695883978944,sparse
Spandau,Hakenfelde,16.0,0.7853902792738621,below average,0.436193,20.37203721797131,0.0214113588804564,below average,0,28,20.37203721797131,0.4123298966187776,0.0,remote,22,3,1.0799116340015604,1.1308594750650411,8.333333333333332,3.651725325458943,sparse
Spandau,Haselhorst,9.0,1.991001848194835,average,0.333841,4.520337340801544,0.0738531164448013,average,2,16,4.520337340801544,1.371579050978664,47.692298583945615,moderate,11,2,2.433446703349243,5.390921674885078,0.0,3.504099088675301,sparse
Spandau,Kladow,12.0,0.8123107493058311,below average,0.851028,14.772671677993586,0.0576082660300202,average,0,31,14.772671677993586,0.629540830712019,10.786794405681857,remote,19,4,1.2861586864008994,1.779993207650313,16.666666666666664,6.990328918306036,sparse
Spandau,Siemensstadt,4.0,0.7065595956237767,below average,0.200891,5.661235124078463,0.035485365931114,average,1,16,5.661235124078463,0.971519443982693,27.79520825315523,remote,20,4,3.532797978118884,8.85097595499115,16.666666666666664,11.58646770407758,average
Spandau,Spandau,34.0,4.1318427657078765,above average,0.44579,8.228773921936753,0.0541745348977915,average,2,41,8.228773921936753,1.6648895850058203,62.28019020922903,well-connected,67,10,8.14216074418905,23.358300168213663,66.66666666666666,38.51622844267221,vibrant
Spandau,Staaken,12.0,1.1026599986975767,below average,1.165998,10.882774394803455,0.107141612763448,above average,0,44,10.882774394803455,1.2129259985673342,39.80163914249982,moderate,17,7,1.5621016648215669,2.6484851132513807,41.66666666666667,16.30484865694673,average
Spandau,Wilhelmstadt,15.0,1.4399732586852605,average,0.86647,10.416860111482526,0.0831795752968678,average,0,31,10.416860111482526,0.8927834203848615,23.879247365284154,remote,43,6,4.127923341564414,10.724049747006235,33.33333333333333,18.63729900222072,average
Steglitz-Zehlendorf,Dahlem,12.0,1.4301118731901985,below average,0.3528674,8.390951942263928,0.0420533215334795,average,3,33,8.390951942263928,1.4301118731901985,50.60344689907837,moderate,42,6,5.005391556165694,13.48575814837629,33.33333333333333,20.43240946311125,average
Steglitz-Zehlendorf,Lankwitz,19.0,2.7195640351243626,above average,0.282011,6.986413908481898,0.0403656301636556,average,0,33,6.986413908481898,1.41703599724901,49.953114098149904,moderate,27,5,3.864643628860936,9.895413697991192,25.0,15.182018903694276,average
Steglitz-Zehlendorf,Lichterfelde,32.0,1.7560848756259528,average,0.9131369,18.22235385325192,0.0501108093583115,average,0,84,18.22235385325192,1.3829168395554376,48.25618706335849,moderate,92,9,5.048744017424614,13.622203952892672,58.333333333333336,29.271099236046904,vibrant
Steglitz-Zehlendorf,Nikolassee,4.0,0.2039425904040734,below average,0.3161197,19.61336272170889,0.0161175676239396,below average,0,27,19.61336272170889,0.4129837455682487,0.0162596915344783,remote,16,8,0.8157703616162938,0.299511787529213,50.0,17.69468266189399,average
Steglitz-Zehlendorf,Steglitz,33.0,4.865529329834891,above average,0.4142899,6.782406961899834,0.0610830199849807,average,2,38,6.782406961899834,1.8872356188450488,73.33864010676307,well-connected,142,10,20.93652014656226,63.62675578143247,66.66666666666666,64.69072459126443,vibrant
Steglitz-Zehlendorf,Wannsee,4.0,0.1685961263560296,below average,1.610606,23.72533750599392,0.0678854831714448,average,0,36,23.72533750599392,0.45520954116128,2.116372910944044,remote,29,5,1.222321916081215,1.579075907200505,25.0,9.776399339680328,average
Steglitz-Zehlendorf,Zehlendorf,27.0,1.436691581416007,average,1.3732449,18.793177567998782,0.0730714587797209,average,2,63,18.793177567998782,1.0801792260275904,33.199436675279074,moderate,61,11,3.245858758013942,7.947874917643065,75.0,31.416118696467997,vibrant
Tempelhof-Schöneberg,Friedenau,13.0,7.858395552032087,above average,0.021463,1.6542817059696562,0.0129742110564049,below average,1,10,1.6542817059696562,2.2366202725014404,90.71539570124412,well-connected,88,12,53.19529296760182,100.0,83.33333333333334,94.16666666666669,vibrant
Tempelhof-Schöneberg,Lichtenrade,20.0,1.9907387370895289,average,0.1265389999999999,10.046521739583024,0.0125953044526285,below average,0,51,10.046521739583024,1.5229151338734892,55.219046246067485,well-connected,38,7,3.782403600470104,9.636574718348978,41.66666666666667,20.84710690026017,average
Tempelhof-Schöneberg,Mariendorf,17.0,1.81377779756727,average,0.463675,9.372702666666918,0.0494707894286472,average,1,40,9.372702666666918,1.354998707594372,46.86766999294642,moderate,49,10,5.227947769458602,14.186222682362192,66.66666666666666,32.55437807686876,vibrant
Tempelhof-Schöneberg,Marienfelde,13.0,1.4225892226515915,below average,0.7650020000000001,9.138266896025716,0.0837141231159163,average,0,35,9.138266896025716,1.1490143721416703,36.622974308706766,moderate,20,6,2.188598804079372,4.620297179069381,33.33333333333333,14.669859833061762,average
Tempelhof-Schöneberg,Schöneberg,73.0,6.862566422635893,above average,0.71366,10.637419808311437,0.067089577440799,average,17,57,10.637419808311437,2.7262250172115188,100.0,well-connected,438,26,41.17539853581536,100.0,100.0,100.0,vibrant
Tempelhof-Schöneberg,Tempelhof,23.0,1.878064200899488,average,2.9800572,12.24665269109772,0.243336467128381,above average,5,48,12.24665269109772,1.4616238780913402,52.17070637006176,well-connected,70,10,5.715847567954962,15.721819015212182,66.66666666666666,33.552515693221245,vibrant
Treptow-Köpenick,Adlershof,10.0,1.632746661967054,average,0.0622753,6.124648871094604,0.0101679788197996,below average,0,23,6.124648871094604,1.1265951967572672,35.50794957248091,moderate,47,6,7.673909311245153,21.88454431609731,33.33333333333333,25.891620472129915,vibrant
Treptow-Köpenick,Alt-Treptow,13.0,5.621108073071426,above average,0.8385293,2.3127112716935683,0.3625741398259178,above average,0,11,2.3127112716935683,1.4268966647027463,50.44353749410861,moderate,31,8,13.40418078963186,39.919771827082144,50.0,43.44785168760339,vibrant
Treptow-Köpenick,Altglienicke,23.0,2.921555953459732,above average,0.7417368999999999,7.872517373067322,0.0942185154824245,above average,0,35,7.872517373067322,1.333753804840312,45.81104807517644,moderate,15,6,1.905362578343303,3.728850798253088,33.33333333333333,14.090419685531172,average
Treptow-Köpenick,Baumschulenweg,8.0,1.6592273250574618,average,0.1655761999999999,4.821521366713839,0.0343410694273974,average,0,20,4.821521366713839,1.2444204937930965,41.36802776427325,moderate,15,5,3.111051234482741,7.523587104011913,25.0,13.640331617607742,average
Treptow-Köpenick,Bohnsdorf,6.0,0.9201490590905582,below average,0.1457403,6.520682644538246,0.0223504666527626,below average,0,18,6.520682644538246,0.8281341531815024,20.66389573550165,remote,7,3,1.0735072356056512,1.1107025274270683,8.333333333333332,3.638623309494261,sparse
Treptow-Köpenick,Friedrichshagen,10.0,0.7129924535751604,below average,0.28002,14.02539388721012,0.0199652146850116,below average,0,19,14.02539388721012,0.4064056985378415,0.0,remote,41,9,2.923269059658158,6.932568989382837,58.333333333333336,24.92283650976551,average
Treptow-Köpenick,Grünau,6.0,0.6566938257748057,below average,0.0473894,9.136677953262083,0.0051867210645287,below average,0,9,9.136677953262083,0.2955122215986625,0.0,remote,12,2,1.3133876515496117,1.8656925646874003,0.0,1.2127001670468105,sparse
Treptow-Köpenick,Johannisthal,17.0,2.60800186359132,above average,0.7217528999999999,6.518400250140289,0.1107254651913199,above average,0,28,6.518400250140289,1.28865974436277,43.56828079996684,moderate,15,5,2.301178114933517,4.97462480419894,25.0,11.983506122729311,average
Treptow-Köpenick,Köpenick,32.0,0.9182336140483632,below average,0.4659165,34.84951924044306,0.0133693809887426,below average,0,64,34.84951924044306,0.5509401684290179,6.877565755360823,remote,70,9,2.0086360307307944,4.053889536239312,58.333333333333336,23.05169486522222,average
Treptow-Köpenick,Müggelheim,3.0,0.1351798914408166,below average,0.042197,22.19264986844168,0.0019013952930427,below average,0,10,22.19264986844168,0.1351798914408166,0.0,remote,7,2,0.3154197466952389,0.0,0.0,0.0,sparse
Treptow-Köpenick,Niederschöneweide,9.0,2.572348555032731,above average,0.0599627,3.4987482479354286,0.0171383294112067,below average,0,16,3.4987482479354286,1.37191922935079,47.709217462233774,moderate,25,4,7.145412652868698,20.2211750484168,16.666666666666664,18.97709711480425,average
Treptow-Köpenick,Oberschöneweide,14.0,1.7089955233716945,average,0.9583652,8.191946560737186,0.116988702611087,above average,0,16,8.191946560737186,0.5859413222988666,8.61835914727476,remote,38,6,4.638702134866028,12.33165451402758,33.33333333333333,19.682242100784592,average
Treptow-Köpenick,Plänterwald,5.0,1.6591303443559149,average,0.078041,3.0136269986316435,0.0258960382407759,average,0,12,3.0136269986316435,1.1945738479362584,38.88888916103403,moderate,9,2,2.9864346198406464,7.131373749863523,0.0,4.63539293741129,sparse
Treptow-Köpenick,Rahnsdorf,5.0,0.23332115140985,below average,0.1099089999999999,21.42969023505735,0.005128818886061,below average,0,22,21.42969023505735,0.307983919861002,0.0,remote,11,2,0.51330653310167,0.0,0.0,0.0,sparse
Treptow-Köpenick,Schmöckwitz,2.0,0.1168296203651107,below average,0.012389,17.118946323284188,0.0007237010833516,below average,0,13,17.118946323284188,0.2278177597119659,0.0,remote,11,4,0.6425629120081091,0.0,16.666666666666664,5.833333333333332,sparse
